timestamp,status,url,details
2025-10-19 19:28:26,ERR,http://192.168.1.2:8080/axis-cgi/mjpg/video.cgi,timed out
2025-10-19 19:28:26,ERR,http://192.168.1.2:8080/view/index.shtml,timed out
2025-10-19 19:28:26,ERR,http://192.168.1.2:8080/control/player,timed out
2025-10-19 19:28:26,ERR,http://192.168.1.2:8080/view/view.shtml,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:8080/multi.html,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:8080/cgistart,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:8080/control/multiview,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:8081/control/userimage.html,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:8081/view/viewer_index.shtml,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:8081/view/index.shtml,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:8081/axis-cgi/mjpg/video.cgi,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:8081/control/player,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:8081/control/multiview,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:8081/cgistart,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:81/view/index.shtml,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:8081/view/view.shtml,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:81/view/view.shtml,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:81/view/viewer_index.shtml,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:81/axis-cgi/mjpg/video.cgi,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:81/control/player,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:81/control/multiview,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:81/cgistart,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:8081/multi.html,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:81/multi.html,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:81/control/userimage.html,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:82/view/viewer_index.shtml,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:82/control/player,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:82/cgistart,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:1026/axis-cgi/mjpg/video.cgi,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:1026/control/multiview,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:1024/control/userimage.html,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:1024/view/viewer_index.shtml,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:82/view/view.shtml,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:1026/control/userimage.html,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:82/multi.html,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:1026/view/viewer_index.shtml,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:1026/control/player,timed out
2025-10-19 19:28:28,ERR,http://192.168.1.2:82/axis-cgi/mjpg/video.cgi,timed out
